ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,WARD PRECINCT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
6011-20180716,"2,596,093",3537,1,CROWBAR INC,CROWBAR LOUNGE,4001 E 106TH ST 1ST,CHICAGO,IL,60617,10,38,4,Oct-38,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,6011,RENEW,,5/15/18,7/10/18,N,7/16/18,7/15/20,7/10/18,8/2/18,AAI,,,41.70258228,-87.52694018,"(41.70258228222225, -87.52694017548112)"
29004-20180316,"2,576,180",85325,33,AMERICAN DRUG STORES LLC,OSCO DRUG STORE #2602,3644 S ARCHER AVE,CHICAGO,IL,60609,12,10,9,10-Dec,1474,Package Goods,774 | 932,Retail Sales of Packaged Liquor | Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM,29004,RENEW,,1/15/18,3/2/18,N,3/16/18,3/15/20,3/2/18,3/9/18,AAI,,,41.8275839,-87.68245444,"(41.82758389676358, -87.68245444246118)"
2326957-20180316,"2,576,220",85325,93,AMERICAN DRUG STORES LLC,OSCO DRUG STORE # 3546,424 W DIVISION ST 1ST,CHICAGO,IL,60610,27,9,18,27-9,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2326957,RENEW,,1/15/18,3/3/18,N,3/16/18,3/15/20,3/3/18,3/9/18,AAI,,,41.90388396,-87.6394372,"(41.90388396114024, -87.63943720155201)"
2563652-20180802,"2,563,652",395885,6,"CANTINA CHICAGO, LLC",TACO BELL,2432 N MILWAUKEE AVE 1,CHICAGO,IL,60647,1,30,14,30-Jan,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2563652,ISSUE,10/19/17,7/17/18,6/25/18,N,8/2/18,8/15/20,8/2/18,8/2/18,AAI,,,41.92533165,-87.70154133,"(41.92533164821854, -87.70154132847459)"
2327190-20180316,"2,576,222",85325,94,AMERICAN DRUG STORES LLC,OSCO DRUG STORE #3538,1763 W HOWARD ST 1ST,CHICAGO,IL,60626,49,5,24,49-5,1474,Package Goods,932 | 774 | 767,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor | Retail Sales of General Merchandise and Non-Perishable Food,2327190,RENEW,,1/15/18,3/3/18,N,3/16/18,3/15/20,3/3/18,3/9/18,AAI,,19,42.01928855,-87.67505851,"(42.01928855008811, -87.67505850938775)"
1339-20180316,"2,575,538",259,7,"JEWEL FOOD STORES, INC.",JEWEL FOOD STORE #1282,4729 N CENTRAL AVE 1ST,CHICAGO,IL,60630,45,46,16,45-46,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,1339,RENEW,,1/15/18,3/3/18,N,3/16/18,3/15/20,3/3/18,3/9/18,AAI,,,41.96679711,-87.76729948,"(41.966797112000584, -87.7672994806274)"
28910-20180316,"2,576,161",85325,4,AMERICAN DRUG STORES LLC,OSCO DRUG STORE #1241,1343 N PAULINA ST 1ST,CHICAGO,IL,60622,1,25,14,25-Jan,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,28910,RENEW,,1/15/18,3/2/18,N,3/16/18,3/15/20,3/2/18,3/9/18,AAI,,33,41.90629606,-87.66986375,"(41.90629605829663, -87.6698637527886)"
2590027-20180802,"2,590,027",320896,1,AMAZING EDIBLES LTD.,AMAZING EDIBLES / AMAZING SPIRITS,2419 W 14TH ST 1ST C,CHICAGO,IL,60608,28,19,10,28-19,1481,Caterer's Liquor License,630,Catering of Liquor To Events,2590027,ISSUE,4/11/18,7/24/18,6/25/18,N,8/2/18,8/15/20,8/2/18,8/2/18,AAI,,,41.86287332,-87.68663464,"(41.86287332132199, -87.68663463890556)"
2423976-20180816,"2,606,722",394526,1,"OVATION CHICAGO, LLC",OVATION CHICAGO,2324 W FULTON ST 1ST & MEZZ B,CHICAGO,IL,60612,27,27,12,27-27,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2423976,RENEW,,6/15/18,7/31/18,N,8/16/18,9/15/19,7/31/18,8/2/18,AAI,,,41.88675345,-87.68521011,"(41.88675345343919, -87.68521011122185)"
46661-20180916,"2,609,925",4283,1,ROOM FIVE HUNDRED,ROOM FIVE HUNDRED,1725 W HARRISON ST,CHICAGO,IL,60612,27,42,12,27-42,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,46661,RENEW,,7/15/18,8/1/18,N,9/16/18,9/15/20,8/1/18,8/2/18,AAI,,,41.87401634,-87.67026083,"(41.874016335282164, -87.67026082839732)"
2601737-20180802,"2,601,737",15231,35,BLUE PLATE CATERING LTD.,BLUE PLATE CATERING,110 N CARPENTER ST 9,CHICAGO,IL,60607,27,16,12,27-16,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2601737,ISSUE,6/6/18,6/18/18,6/15/18,N,8/2/18,8/15/20,8/2/18,8/2/18,AAI,,,41.88338658,-87.65339165,"(41.8833865771169, -87.65339164722926)"
1953614-20180316,"2,576,212",85325,88,AMERICAN DRUG STORES LLC,Osco Drug #0187,11730 S MARSHFIELD AVE 1ST,CHICAGO,IL,60643,34,47,22,34-47,1474,Package Goods,774 | 932,Retail Sales of Packaged Liquor | Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM,1953614,RENEW,,1/15/18,3/2/18,N,3/16/18,3/15/20,3/2/18,3/9/18,AAI,,,41.68033221,-87.66258468,"(41.680332205334544, -87.66258467873885)"
1390-20180316,"2,575,550",259,25,"JEWEL FOOD STORES, INC.",JEWEL FOOD STORE #1214,3128 W 103RD ST 1ST,CHICAGO,IL,60655,19,6,22,19-6,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,1390,RENEW,,1/15/18,3/1/18,N,3/16/18,3/15/20,3/1/18,3/9/18,AAI,,,41.70631285,-87.69976712,"(41.70631284461492, -87.6997671192086)"
1965077-20180616,"2,592,756",342511,1,JAMIR INC.,South Loop Market,1720 S MICHIGAN AVE 1ST 115,CHICAGO,IL,60616,3,40,1,Mar-40,1474,Package Goods,774,Retail Sales of Packaged Liquor,1965077,RENEW,,4/15/18,7/7/18,N,6/16/18,6/15/20,7/7/18,8/2/18,AAI,,,41.85843777,-87.62409342,"(41.858437772179165, -87.6240934145977)"
2374047-20180916,"2,614,576",395558,1,"TRIPP BREWERY, LLC",OLD IRVING BREWING,4415-4419 W MONTROSE AVE 1,CHICAGO,IL,60641,39,7,17,39-7,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2374047,RENEW,,7/15/18,8/1/18,N,9/16/18,9/15/20,8/1/18,8/2/18,AAI,,,41.96071101,-87.73912092,"(41.9607110119789, -87.73912092293949)"
2293796-20180316,"2,576,217",85325,91,AMERICAN DRUG STORES LLC,OSCO DRUG #0202,2550 N CLYBOURN AVE 1ST,CHICAGO,IL,60614,32,20,19,32-20,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2293796,RENEW,,1/15/18,3/3/18,N,3/16/18,3/15/20,3/3/18,3/9/18,AAI,,,41.92787172,-87.67325882,"(41.92787172311833, -87.67325881463049)"
2390930-20180802,"2,390,930",380260,1,"IBORU EL PULPO LOCO, INC.",IBORU EL PULPO LOCO,6619 N CLARK ST,CHICAGO,IL,60626,49,28,24,49-28,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2390930,ISSUE,3/23/15,6/5/18,5/31/18,N,8/2/18,8/15/20,8/2/18,8/2/18,AAI,,24,42.0023417,-87.67192512,"(42.00234169661419, -87.67192512180794)"
29021-20180316,"2,576,186",85325,38,AMERICAN DRUG STORES LLC,OSCO DRUG STORE #0230,7530 S STONY ISLAND AVE,CHICAGO,IL,60649,8,50,4,Aug-50,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,29021,RENEW,,1/15/18,3/2/18,N,3/16/18,3/15/20,3/2/18,3/9/18,AAI,,42,41.75780566,-87.58626826,"(41.75780565854321, -87.58626825801873)"
2177495-20180916,"2,613,944",374276,1,"SAMI BROTHERS, INC.",SAM FOOD & LIQUOR,124 W 95TH ST,CHICAGO,IL,60628,21,55,6,21-55,1474,Package Goods,774,Retail Sales of Packaged Liquor,2177495,RENEW,,7/15/18,8/1/18,N,9/16/18,9/15/20,8/1/18,8/2/18,AAI,,,41.72178629,-87.62739191,"(41.72178628789281, -87.6273919100881)"
28900-20180316,"2,576,158",85325,1,AMERICAN DRUG STORES LLC,OSCO DRUG STORE #1296,7342 W FOSTER AVE 1ST,CHICAGO,IL,60656,41,45,16,41-45,1474,Package Goods,774 | 932,Retail Sales of Packaged Liquor | Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM,28900,RENEW,,1/15/18,3/1/18,N,3/16/18,3/15/20,3/1/18,3/9/18,AAI,,,41.97454295,-87.81134688,"(41.97454294770947, -87.81134688421793)"
1139573-20180316,"2,576,198",85325,73,AMERICAN DRUG STORES LLC,OSCO DRUG #0901,3400 N WESTERN AVE,CHICAGO,IL,60618,47,43,19,47-43,1474,Package Goods,774 | 932,Retail Sales of Packaged Liquor | Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM,1139573,RENEW,,1/15/18,3/2/18,N,3/16/18,3/15/20,3/2/18,3/9/18,AAI,,38,41.94318737,-87.68830202,"(41.943187373182425, -87.68830202070191)"
1078-20180916,"2,609,835",202,2,NIMAK CORP,MONK'S PUB,205-207 W LAKE ST,CHICAGO,IL,60606,42,9,1,42-9,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1078,RENEW,,7/15/18,8/1/18,N,9/16/18,9/15/20,8/1/18,8/2/18,AAI,,,41.8856185,-87.63412236,"(41.88561849458468, -87.63412235814367)"
2293800-20180316,"2,576,218",85325,92,AMERICAN DRUG STORES LLC,OSCO DRUG #4500,1340 S CANAL ST 1ST,CHICAGO,IL,60607,11,28,1,28-Nov,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2293800,RENEW,,1/15/18,3/3/18,N,3/16/18,3/15/20,3/3/18,3/9/18,AAI,,,41.86452119,-87.6393041,"(41.864521193743535, -87.63930409963562)"
1542774-20180816,"2,604,383",278402,1,"TAQUERIA EL ARCO, INC.",TAQUERIA EL ARCO,3105 W 26TH ST,CHICAGO,IL,60623,12,6,10,6-Dec,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1542774,RENEW,,6/15/18,8/2/18,N,8/16/18,8/15/20,8/2/18,8/3/18,AAI,,25,41.84443293,-87.7028129,"(41.84443292727965, -87.70281289451243)"
2451429-20180916,"2,614,797",404166,1,CERMAK FIELDS LLC,CERMAK FRESH MARKET,4000 W DIVERSEY AVE 1,CHICAGO,IL,60639,31,22,25,31-22,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2451429,RENEW,,7/15/18,8/2/18,N,9/16/18,5/15/20,8/2/18,8/3/18,AAI,,,41.93189772,-87.72710503,"(41.9318977231462, -87.72710503045386)"
1596374-20180816,"2,604,093",254217,2,CLEAN CUT BARBERSHOP P.C.,Livin' Clean Entertainment,1539 S PULASKI RD,CHICAGO,IL,60623,24,15,10,24-15,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1596374,RENEW,,6/15/18,7/24/18,N,8/16/18,8/15/20,8/2/18,8/3/18,AAI,,,41.85952894,-87.72482718,"(41.859528939715666, -87.72482717905926)"
9276-20180816,"2,603,139",26059,1,"TREVINO'S LIQUORS, INC.",TREVINO'S LIQUORS INC,4125 W 31ST ST  1ST F,CHICAGO,IL,60623,22,16,10,22-16,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,9276,RENEW,,6/15/18,8/2/18,N,8/16/18,8/15/20,8/2/18,8/3/18,AAI,,,41.83673083,-87.72793087,"(41.83673082682839, -87.72793086609656)"
1841049-20180616,"2,592,219",296164,1,"REGGIE'S MUSIC CLUB, LLC",REGGIES,2109 S STATE ST,CHICAGO,IL,60616,3,45,1,Mar-45,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1841049,RENEW,,4/15/18,5/10/18,N,6/16/18,6/15/20,8/2/18,8/3/18,AAI,,,41.8539455,-87.62695927,"(41.85394549994518, -87.62695926546962)"
10308-20180816,"2,602,402",4600,1,"FINE FAIR FOOD & LIQUOR, INC.",FINE FAIR FOOD & LIQUOR,3357-3359 W 16TH ST,CHICAGO,IL,60623,24,12,10,24-12,1474,Package Goods,774,Retail Sales of Packaged Liquor,10308,RENEW,,6/15/18,7/11/18,N,8/16/18,8/15/20,7/11/18,8/3/18,AAI,,,41.85892069,-87.71017389,"(41.85892068587327, -87.71017388926957)"
2152967-20180816,"2,605,747",372013,1,CINCO HERMANAS FOOD & LIQUOR INC.,CINCO HERMANAS FOOD & LIQUOR INC,3900 W 31ST ST 1,CHICAGO,IL,60623,22,3,10,22-3,1474,Package Goods,774,Retail Sales of Packaged Liquor,2152967,RENEW,,6/15/18,8/2/18,N,8/16/18,8/15/20,8/2/18,8/3/18,AAI,,,41.83703374,-87.72197261,"(41.83703373753447, -87.72197260949982)"
2451430-20180916,"2,614,798",404166,1,CERMAK FIELDS LLC,CERMAK FRESH MARKET,4000 W DIVERSEY AVE 1,CHICAGO,IL,60639,31,22,25,31-22,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2451430,RENEW,,7/15/18,8/2/18,N,9/16/18,5/15/20,8/2/18,8/3/18,AAI,,,41.93189772,-87.72710503,"(41.9318977231462, -87.72710503045386)"
2320394-20170416,"2,515,886",386252,1,"HOLIDAY BAR GROUP, INC.",HOLIDAY CLUB,4000-4004 N SHERIDAN RD,CHICAGO,IL,60613,46,27,19,46-27,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2320394,RENEW,,2/15/17,3/1/17,N,4/16/17,4/15/19,8/3/18,8/6/18,AAI,,34,41.95453269,-87.65469303,"(41.95453268893165, -87.65469302487033)"
1249692-20180916,"2,611,171",203391,1,"Chicago Concessions Palace, Inc.","Chicago Concessions Palace, Inc.",151 W RANDOLPH ST,CHICAGO,IL,60601,42,9,1,42-9,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1249692,RENEW,,7/15/18,8/3/18,N,9/16/18,9/15/20,8/3/18,8/6/18,AAI,,,41.88436312,-87.63250839,"(41.884363124337945, -87.63250838516524)"
18078-20180816,"2,602,404",4646,1,"FERAS FOOD & LIQUOR, INC.","FERAS FOOD & LIQUOR, INC.",4265 W CERMAK RD 1,CHICAGO,IL,60623,22,7,10,22-7,1474,Package Goods,774,Retail Sales of Packaged Liquor,18078,RENEW,,6/15/18,8/3/18,N,8/16/18,8/15/20,8/3/18,8/6/18,AAI,,,41.85132422,-87.73219218,"(41.85132422344611, -87.73219217780218)"
1044944-20180916,"2,611,170",203391,1,"Chicago Concessions Palace, Inc.","Chicago Concessions Palace, Inc.",151 W RANDOLPH ST,CHICAGO,IL,60601,42,9,1,42-9,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1044944,RENEW,,7/15/18,8/3/18,N,9/16/18,9/15/20,8/3/18,8/6/18,AAI,,,41.88436312,-87.63250839,"(41.884363124337945, -87.63250838516524)"
2452490-20180616,"2,593,179",362492,2,MENSCH AND MENSCH LLC,SOUTHPORT AND IRVING,4000-4006 N SOUTHPORT AVE 1,CHICAGO,IL,60613,47,24,19,47-24,1474,Package Goods,774,Retail Sales of Packaged Liquor,2452490,RENEW,,4/15/18,8/6/18,N,6/16/18,3/15/20,8/6/18,8/6/18,AAI,,,41.95439962,-87.6643631,"(41.95439962284545, -87.66436309454507)"
2595453-20180806,"2,595,453",427246,1,"TWO VINES, LLC",CRAFT & BARREL,1433 W BELMONT AVE 1,CHICAGO,IL,60657,32,7,19,32-7,1474,Package Goods,774,Retail Sales of Packaged Liquor,2595453,ISSUE,5/1/18,7/23/18,6/13/18,N,8/6/18,8/15/20,8/6/18,8/6/18,AAI,,27,41.93963539,-87.66514192,"(41.93963539333258, -87.66514191717759)"
2002787-20180916,"2,610,386",16567,3,"GIRIRAJ, INC.",WORLDWIDE LIQUOR AND FOODS,3214 N KIMBALL AVE 1 B,CHICAGO,IL,60618,35,24,17,35-24,1474,Package Goods,774,Retail Sales of Packaged Liquor,2002787,RENEW,,7/15/18,8/5/18,N,9/16/18,9/15/20,8/5/18,8/6/18,AAI,,,41.93973175,-87.71266538,"(41.939731753032866, -87.71266537793763)"
1953901-20170316,"2,509,480",340546,1,"CAPITAL GRILLE HOLDINGS, INC.",THE CAPITAL GRILLE.,633 N ST CLAIR ST 1ST,CHICAGO,IL,60611,42,41,18,42-41,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1953901,RENEW,,1/15/17,2/20/17,N,3/16/17,3/15/19,2/20/17,2/21/17,AAI,,,41.89347536,-87.62257467,"(41.89347535770077, -87.6225746735784)"
1761-20180816,"2,603,103",24225,1,LA ROKA CORP.,LA ROKA CORP.,3000 S ST LOUIS AVE 1ST,CHICAGO,IL,60623,22,11,10,22-11,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1761,RENEW,,6/15/18,8/6/18,N,8/16/18,8/15/20,8/6/18,8/6/18,AAI,,,41.8388354,-87.71234421,"(41.8388353981231, -87.71234420552848)"
1247314-20180816,"2,604,044",247686,1,"DARCO, INC.",LITTLE BAR,5823 N NORTHWEST HWY,CHICAGO,IL,60631,41,21,16,41-21,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1247314,RENEW,,6/15/18,8/5/18,N,8/16/18,8/15/20,8/5/18,8/6/18,AAI,,,41.9873528,-87.78995291,"(41.98735280000088, -87.78995291114663)"
2452512-20180816,"2,606,920",404671,1,BANGERS & LACE ROSCOE VILLAGE LLC,KITE STRING CANTINA,1851 W ADDISON ST 1ST,CHICAGO,IL,60613,47,47,19,47-47,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2452512,RENEW,,6/15/18,8/6/18,N,8/16/18,8/15/19,8/6/18,8/6/18,AAI,,,41.94678888,-87.67594703,"(41.94678887802327, -87.6759470310188)"
2563636-20180716,"2,598,846",370202,4,"PUSSYTAILS, INC.",WOOD,3335-3337 N HALSTED ST 1,CHICAGO,IL,60657,44,33,19,44-33,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2563636,RENEW,,5/15/18,8/7/18,N,7/16/18,7/15/20,8/7/18,8/7/18,AAI,,8,41.9428199,-87.64921417,"(41.942819898362366, -87.64921416892889)"
2079050-20180916,"2,612,168",300130,2,"MASK RESTAURANTS, L.L.C.",TAVERN AT THE PARK,"130 E RANDOLPH ST 1, 2, ROOF",CHICAGO,IL,60601,42,42,1,42-42,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2079050,RENEW,,7/15/18,8/6/18,N,9/16/18,9/15/20,8/6/18,8/7/18,AAI,,,,,
2304570-20180816,"2,606,230",387485,1,ZRD LLC,BUTCHER's TAP,3553 N SOUTHPORT AVE 1 & 2,CHICAGO,IL,60657,44,11,19,44-11,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2304570,RENEW,,6/15/18,8/6/18,N,8/16/18,8/15/20,8/6/18,8/7/18,AAI,,27,41.94683164,-87.663862,"(41.946831640926156, -87.66386199813489)"
1619088-20171016,"2,553,625",294380,1,"RRR RAIDAN LIQUORS, INC.",KONRAD'S LIQUORS,6720-6724 W BELMONT AVE 1,CHICAGO,IL,60634,36,7,16,36-7,1474,Package Goods,774,Retail Sales of Packaged Liquor,1619088,RENEW,,8/31/17,9/26/17,N,10/16/17,10/15/19,9/26/17,9/27/17,AAI,,,41.93829326,-87.79416311,"(41.9382932554215, -87.79416311289708)"
1271075-20170816,"2,537,728",32331,1,"AR & IR, INC.",AVONDALE MUSIC HALL,3336-3342 N MILWAUKEE AVE 1ST,CHICAGO,IL,60641,30,23,17,30-23,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1271075,RENEW,,6/15/17,7/24/17,N,8/16/17,8/15/19,7/25/17,7/26/17,AAI,,,41.94169157,-87.72833822,"(41.94169157081146, -87.72833822192297)"
2016-20180816,"2,603,104",24237,1,SMALL TIME INC,JACARANDA SPORTS BAR,3608 W 26TH ST,CHICAGO,IL,60623,22,13,10,22-13,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2016,RENEW,,6/15/18,8/6/18,N,8/16/18,8/15/20,8/6/18,8/7/18,AAI,,25,41.84448841,-87.71521744,"(41.844488413442164, -87.71521744232979)"
2308300-20180816,"2,606,228",387485,1,ZRD LLC,BUTCHER's TAP,3553 N SOUTHPORT AVE 1 & 2,CHICAGO,IL,60657,44,11,19,44-11,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2308300,RENEW,,6/15/18,8/6/18,N,8/16/18,8/15/20,8/6/18,8/7/18,AAI,,27,41.94683164,-87.663862,"(41.946831640926156, -87.66386199813489)"
6395-20180816,"2,602,323",3615,1,"LEON RESTAURANTS, INC.",NUEVO LEON RESTAURANT,3657 W 26TH ST,CHICAGO,IL,60623,22,28,10,22-28,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,6395,RENEW,,6/15/18,8/2/18,N,8/16/18,8/15/20,8/2/18,8/7/18,AAI,,25,41.84424328,-87.7170764,"(41.84424327682436, -87.71707639585601)"
2411098-20180816,"2,606,526",392054,1,"TSUKIJI FISH MARKET, INC.","TSUKIJI FISH MARKET, INC.",1156 W GRAND AVE 1ST,CHICAGO,IL,60642,27,53,12,27-53,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2411098,RENEW,,6/15/18,8/6/18,N,8/16/18,8/15/20,8/6/18,8/7/18,AAI,,,41.89119527,-87.65688616,"(41.89119527078575, -87.65688615805686)"
33216-20170816,"2,537,727",32331,1,"AR & IR, INC.",AVONDALE MUSIC HALL,3336-3342 N MILWAUKEE AVE 1ST,CHICAGO,IL,60641,30,23,17,30-23,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,33216,RENEW,,6/15/17,7/24/17,N,8/16/17,8/15/19,7/24/17,7/25/17,AAI,,,41.94169157,-87.72833822,"(41.94169157081146, -87.72833822192297)"
2594853-20180807,"2,594,853",345837,2,CTME Rutherford LLC,BOJONOS,4187-4189 N CLARENDON AVE 1,CHICAGO,IL,60613,46,13,19,46-13,1481,Caterer's Liquor License,630,Catering of Liquor To Events,2594853,ISSUE,4/20/18,6/5/18,6/5/18,N,8/7/18,8/15/20,7/20/18,8/7/18,AAI,,,41.95813412,-87.64965709,"(41.95813411500559, -87.64965709096715)"
1800449-20180916,"2,612,169",300130,2,"MASK RESTAURANTS, L.L.C.",TAVERN AT THE PARK,"130 E RANDOLPH ST 1, 2, ROOF",CHICAGO,IL,60601,42,42,1,42-42,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1800449,RENEW,,7/15/18,8/6/18,N,9/16/18,9/15/20,8/6/18,8/7/18,AAI,,,,,
2326907-20180816,"2,606,265",389689,1,"SUPERMERCADO LA GLORIA #4, INC",SUPERMERCADO LA GLORIA #4,5044-5054 S ARCHER AVE,CHICAGO,IL,60632,14,28,8,14-28,1474,Package Goods,774,Retail Sales of Packaged Liquor,2326907,RENEW,,6/15/18,8/7/18,N,8/16/18,8/15/20,8/7/18,8/8/18,AAI,,,41.80140003,-87.72604374,"(41.8014000330526, -87.72604374190084)"
2570064-20180808,"2,570,064",423641,1,MICHIGAN CERMAK INDIANA LLC,HAMPTON INN / HILTON GARDEN INN / HOME 2 SUITES,123 E CERMAK RD 1-22,CHICAGO,IL,60616,3,17,1,17-Mar,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2570064,ISSUE,12/7/17,6/8/18,5/10/18,Y,8/8/18,8/15/20,8/8/18,8/8/18,AAI,,,41.85277416,-87.62275885,"(41.85277416294525, -87.6227588470712)"
2570080-20180808,"2,570,080",423641,1,MICHIGAN CERMAK INDIANA LLC,HAMPTON INN / HILTON GARDEN INN / HOME 2 SUITES,123 E CERMAK RD 1-22,CHICAGO,IL,60616,3,17,1,17-Mar,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2570080,ISSUE,12/7/17,6/8/18,5/10/18,Y,8/8/18,8/15/20,8/8/18,8/8/18,AAI,,,41.85277416,-87.62275885,"(41.85277416294525, -87.6227588470712)"
1303459-20180816,"2,602,314",3470,2,"LAWN PHARMACY, INC.",EL PROGRESO,3937 W 31ST ST,CHICAGO,IL,60623,22,10,10,22-10,1474,Package Goods,774,Retail Sales of Packaged Liquor,1303459,RENEW,,6/15/18,8/7/18,N,8/16/18,8/15/20,8/7/18,8/8/18,AAI,,,41.83678848,-87.72335686,"(41.83678848302045, -87.7233568547893)"
1543286-20180816,"2,604,407",281107,1,CUMBERLAND KENNEDY HOSPITALITY INC.,HOLIDAY INN CHICAGO O'HARE,5615 N CUMBERLAND AVE 1,CHICAGO,IL,60631,41,32,16,41-32,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1543286,RENEW,,6/15/18,8/7/18,N,8/16/18,8/15/20,8/7/18,8/8/18,AAI,,,41.98142816,-87.8364343,"(41.98142816417737, -87.83643430209348)"
2437133-20180816,"2,602,825",18126,1,"WESTIN RIVER NORTH, CHICAGO BEVERAGE COMPANY",WESTIN RIVER NORTH CHGO HOTEL,320 N DEARBORN ST,CHICAGO,IL,60654,42,55,18,42-55,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2437133,RENEW,,6/15/18,8/8/18,N,8/16/18,2/15/20,8/8/18,8/8/18,AAI,,,41.88807038,-87.62969226,"(41.88807037763845, -87.62969225672218)"
2570081-20180808,"2,570,081",423641,1,MICHIGAN CERMAK INDIANA LLC,HAMPTON INN / HILTON GARDEN INN / HOME 2 SUITES,123 E CERMAK RD 1-22,CHICAGO,IL,60616,3,17,1,17-Mar,1474,Package Goods,774,Retail Sales of Packaged Liquor,2570081,ISSUE,12/7/17,6/8/18,5/10/18,Y,8/8/18,8/15/20,8/8/18,8/8/18,AAI,,,41.85277416,-87.62275885,"(41.85277416294525, -87.6227588470712)"
2550181-20180916,"2,613,826",360125,1,SOUTHPORT THEATRE LLC,MERCURY THEATER,3745 N SOUTHPORT AVE 1,CHICAGO,IL,60613,44,25,19,44-25,1050,Public Place of Amusement,697,Live Theatrical and Other Live Cultural Performances,2550181,RENEW,,7/15/18,7/31/18,N,9/16/18,9/15/20,8/7/18,8/8/18,AAI,,27,41.95018527,-87.66395644,"(41.950185267797025, -87.6639564423979)"
